Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_2_1,Area,Weight,is_pareto
stencil3d_2150.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,579,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2151.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,585,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2152.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,587,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline_1,unroll,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2153.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,589,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline_1,unroll_4,unroll_2,pipeline,29.5,1.0,True
stencil3d_2154.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,622,1,1,47,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,pipeline_1,unroll,pipeline_1,unroll,29.75,0.212742398740486,False
stencil3d_2155.c,xczu7ev-ffvc1156-2-e,3.33,0.11623032,629,1,1,2,16,pipeline_1,pipeline_1,pipeline,unroll,unroll_8,unroll_4,unroll,pipeline_1,pipeline_1,5.0,0.7782874676532234,False
stencil3d_2156.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,642,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,pipeline_1,pipeline,unroll_8,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2157.c,xczu7ev-ffvc1156-2-e,3.33,0.11623032,642,1,1,2,16,pipeline_1,pipeline_1,pipeline,unroll,unroll_8,pipeline,unroll,pipeline_1,pipeline,5.0,0.7782874676532234,False
stencil3d_2158.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,645,1,1,42,65,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll_2,unroll,27.25,0.2532472711685064,False
stencil3d_2159.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,657,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2160.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,657,1,1,46,70,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_4,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2161.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,658,1,1,23,45,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll,unroll,17.5,0.46841214796359165,False
stencil3d_2162.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,659,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2163.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,659,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2164.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,660,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll_8,unroll_2,pipeline,29.5,1.0,True
stencil3d_2165.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,661,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2166.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,661,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,unroll_4,pipeline,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2167.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,661,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,pipeline,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2168.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,661,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline_1,unroll_4,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2169.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,664,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,unroll_4,unroll,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2170.c,xczu7ev-ffvc1156-2-e,3.33,0.07511814,765,1,1,48,73,unroll,pipeline_1,pipeline,pipeline,unroll_8,unroll_4,unroll,pipeline_1,pipeline,30.75,0.19435657813615767,False
stencil3d_2171.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,77,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2172.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,79,1,1,1,1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,pipeline,unroll,unroll_2,pipeline,1.0,1.0,True
stencil3d_2173.c,xczu7ev-ffvc1156-2-e,3.33,0.202797,80,1,1,1,2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,unroll_4,pipeline_1,1.25,0.39219011673887383,False
stencil3d_2174.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,82,1,1,1,1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,pipeline,pipeline_1,unroll_2,pipeline,1.0,1.0,True
stencil3d_2175.c,xczu7ev-ffvc1156-2-e,3.33,0.1162836,88,1,1,1,4,pipeline,pipeline_1,pipeline,unroll_2,pipeline,pipeline,unroll,pipeline_1,pipeline_1,1.75,0.8787178584615303,False
stencil3d_2176.c,xczu7ev-ffvc1156-2-e,3.33,0.1162836,97,1,1,1,4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,unroll_4,unroll,pipeline_1,pipeline,1.75,0.8787178584615303,False
stencil3d_2177.c,xczu7ev-ffvc1156-2-e,3.33,0.12086901,105,1,1,1,5,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,unroll_4,unroll_2,pipeline_1,pipeline,2.0,0.8435093563858077,False
stencil3d_2178.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,107,1,1,3,7,pipeline_1,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll,unroll_2,unroll,3.0,1.0,True
stencil3d_2179.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,114,1,1,4,8,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline,unroll,unroll_2,unroll,3.5,0.9786433275046348,False
stencil3d_2180.c,xczu7ev-ffvc1156-2-e,3.33,0.19299681,120,1,1,1,4,pipeline_1,unroll,pipeline,unroll_2,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1.75,0.46084529693548326,False
stencil3d_2181.c,xczu7ev-ffvc1156-2-e,3.33,0.19085562,169,1,1,1,8,pipeline_1,pipeline,pipeline,unroll,unroll_8,pipeline,unroll,unroll_2,pipeline,2.75,0.4463204867970012,False
stencil3d_2182.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,538,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_4,pipeline,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2183.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,547,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll_2,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2184.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,547,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline,unroll,unroll_4,pipeline,29.5,1.0,True
stencil3d_2185.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,547,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,unroll_4,pipeline,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2186.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,548,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_4,pipeline,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2187.c,xczu7ev-ffvc1156-2-e,3.33,0.11623032,549,1,1,2,16,pipeline_1,pipeline,pipeline,unroll,unroll_8,unroll_4,unroll,pipeline_1,pipeline_1,5.0,0.7782874676532234,False
stencil3d_2188.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,552,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,unroll_4,unroll_4,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2189.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,571,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2190.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,571,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_4,pipeline_1,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2191.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,575,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll,unroll_8,pipeline,29.5,1.0,True
stencil3d_2192.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,620,1,1,43,66,pipeline,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,unroll_2,unroll_2,unroll,27.75,0.24463269475975927,False
stencil3d_2193.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,624,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,pipeline,pipeline,29.5,1.0,True
stencil3d_2194.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,628,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2195.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,635,1,1,24,54,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline,unroll,unroll_2,unroll,20.0,0.4050060081063537,False
stencil3d_2196.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,635,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,pipeline,pipeline,pipeline,unroll_2,pipeline,29.5,1.0,True
stencil3d_2197.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,636,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline,29.5,1.0,True
stencil3d_2198.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,636,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,unroll_8,unroll_4,unroll,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2199.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,636,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_4,pipeline,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2200.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,637,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_2,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2201.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,637,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,pipeline_1,unroll_4,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2202.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,637,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,unroll_8,pipeline,unroll_2,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2203.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,638,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2204.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,638,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll_4,unroll_2,pipeline,29.5,1.0,True
stencil3d_2205.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,639,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,unroll_4,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2206.c,xczu7ev-ffvc1156-2-e,3.33,0.10094562,1001,1,1,13,42,pipeline,pipeline,pipeline,unroll,unroll_8,pipeline,unroll,unroll_2,unroll,14.25,0.5320368282751882,False
stencil3d_2207.c,xczu7ev-ffvc1156-2-e,3.33,0.10094562,1066,1,1,12,40,pipeline,pipeline,pipeline_1,unroll,pipeline,pipeline,unroll_2,unroll_2,unroll,13.5,0.5734539509171226,False
stencil3d_2208.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,80,1,1,1,1,pipeline,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2209.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,80,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll,unroll_2,pipeline,1.0,1.0,True
stencil3d_2210.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,81,1,1,1,1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,pipeline,unroll_2,pipeline,1.0,1.0,True
stencil3d_2211.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,84,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,pipeline_1,pipeline,unroll,unroll_2,pipeline,1.0,1.0,True
stencil3d_2212.c,xczu7ev-ffvc1156-2-e,3.33,0.1162836,96,1,1,1,3,pipeline,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,pipeline,unroll,1.5,1.0,True
stencil3d_2213.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,106,1,1,3,7,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline,unroll_4,unroll_2,unroll,3.0,1.0,True
stencil3d_2214.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,115,1,1,3,7,pipeline_1,pipeline,pipeline,unroll_2,pipeline_1,unroll_4,unroll,unroll_2,unroll,3.0,1.0,True
stencil3d_2215.c,xczu7ev-ffvc1156-2-e,3.33,0.11103885,152,1,1,6,14,pipeline_1,pipeline,pipeline_1,unroll_2,pipeline,pipeline,unroll_2,unroll_4,unroll,5.5,0.8154745332711284,False
stencil3d_2216.c,xczu7ev-ffvc1156-2-e,3.33,0.19085562,158,1,1,1,8,pipeline,pipeline,pipeline,unroll,unroll_4,pipeline,unroll,unroll_2,pipeline_1,2.75,0.4463204867970012,False
stencil3d_2217.c,xczu7ev-ffvc1156-2-e,3.33,0.19085562,170,1,1,1,8,pipeline,pipeline,pipeline_1,unroll,unroll_8,unroll_4,pipeline,unroll_2,pipeline_1,2.75,0.4463204867970012,False
stencil3d_2218.c,xczu7ev-ffvc1156-2-e,3.33,0.20274372,324,1,1,3,17,pipeline,pipeline,pipeline,unroll,unroll_8,pipeline,unroll_4,unroll_4,pipeline_1,5.5,0.321906937649114,False
stencil3d_2219.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,573,1,1,24,55,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline,unroll_4,pipeline,pipeline_1,unroll,20.25,0.398962304229037,False
stencil3d_2220.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,574,1,1,46,70,pipeline,pipeline,pipeline,pipeline,pipeline,unroll_2,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2221.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,577,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2222.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,589,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2223.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,590,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll,pipeline_1,unroll,29.5,1.0,True
stencil3d_2224.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,590,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,pipeline,pipeline_1,unroll_4,unroll_4,pipeline,29.5,1.0,True
stencil3d_2225.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,590,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,pipeline,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2226.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,591,1,1,47,70,pipeline,pipeline,pipeline_1,pipeline,pipeline,pipeline,unroll_2,pipeline_1,unroll,29.75,0.212742398740486,False
stencil3d_2227.c,xczu7ev-ffvc1156-2-e,3.33,0.11623032,595,1,1,2,16,pipeline_1,pipeline_1,pipeline,unroll,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,5.0,0.7782874676532234,False
stencil3d_2228.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,606,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2229.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,609,1,1,19,40,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,unroll_8,unroll,unroll,15.25,1.0,True
stencil3d_2230.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,610,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_4,pipeline,29.5,1.0,True
stencil3d_2231.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,612,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,pipeline,29.5,1.0,True
stencil3d_2232.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,618,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_4,unroll_4,unroll_4,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2233.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,620,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2234.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,620,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2235.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,622,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_2,unroll_2,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2236.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,622,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,pipeline,unroll,unroll_8,pipeline,29.5,1.0,True
stencil3d_2237.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,626,1,1,46,70,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline,unroll_4,unroll,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2238.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,626,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,pipeline,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2239.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,627,1,1,46,70,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_4,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2240.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,630,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2241.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,633,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,pipeline,pipeline,pipeline_1,unroll_2,pipeline,29.5,1.0,True
stencil3d_2242.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,636,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_2,pipeline,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2243.c,xczu7ev-ffvc1156-2-e,3.33,0.10094562,1019,1,1,13,42,pipeline,pipeline,pipeline,unroll,pipeline,pipeline,unroll,unroll_2,unroll,14.25,0.5320368282751882,False
stencil3d_2245.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,79,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2246.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,80,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2247.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,82,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2248.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,83,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,unroll_4,pipeline,unroll_8,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2249.c,xczu7ev-ffvc1156-2-e,3.33,0.1162836,87,1,1,1,4,pipeline,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,pipeline_1,pipeline_1,1.75,0.8787178584615303,False
stencil3d_2250.c,xczu7ev-ffvc1156-2-e,3.33,0.202797,89,1,1,1,2,pipeline,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,unroll_4,unroll_4,pipeline_1,1.25,0.39219011673887383,False
stencil3d_2251.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,109,1,1,3,7,pipeline,pipeline,pipeline_1,unroll_2,unroll,pipeline,unroll_2,unroll_2,unroll,3.0,1.0,True
stencil3d_2252.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,118,1,1,4,9,pipeline,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,unroll,3.75,0.968061158117165,False
stencil3d_2253.c,xczu7ev-ffvc1156-2-e,3.33,0.11103885,155,1,1,6,14,pipeline,pipeline,pipeline,unroll_2,pipeline_1,unroll_4,unroll,unroll_4,unroll,5.5,0.8154745332711284,False
stencil3d_2254.c,xczu7ev-ffvc1156-2-e,3.33,0.10740249,249,1,1,13,29,pipeline_1,pipeline,pipeline,unroll_4,pipeline,pipeline,unroll_4,unroll_4,unroll,11.0,0.6523817966805526,False
stencil3d_2255.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,557,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_2,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2256.c,xczu7ev-ffvc1156-2-e,3.33,0.11623032,559,1,1,2,16,pipeline_1,pipeline_1,pipeline,unroll,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,5.0,0.7782874676532234,False
stencil3d_2257.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,564,1,1,46,70,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2258.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,577,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_4,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2259.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,579,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2260.c,xczu7ev-ffvc1156-2-e,3.33,0.11623032,580,1,1,2,16,pipeline,pipeline,pipeline,unroll,pipeline,unroll_4,unroll_2,pipeline_1,pipeline,5.0,0.7782874676532234,False
stencil3d_2261.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,588,1,1,47,70,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_4,unroll,unroll_2,pipeline,29.75,0.212742398740486,False
stencil3d_2262.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,597,1,1,25,49,pipeline,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,pipeline,unroll,unroll,19.0,0.4297295653489125,False
stencil3d_2263.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,601,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline,pipeline_1,unroll_2,pipeline,29.5,1.0,True
stencil3d_2264.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,601,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,pipeline,unroll,unroll_4,pipeline,29.5,1.0,True
stencil3d_2265.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,608,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_2,unroll,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2266.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,610,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_8,pipeline,29.5,1.0,True
stencil3d_2267.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,619,1,1,43,66,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline,unroll,unroll_2,unroll,27.75,0.24463269475975927,False
stencil3d_2268.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,627,1,1,46,70,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,pipeline,29.5,1.0,True
stencil3d_2269.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,639,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,pipeline,unroll_2,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2270.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,641,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2271.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,644,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,pipeline,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2272.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,645,1,1,46,70,pipeline,pipeline,pipeline,pipeline,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2273.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,646,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_4,unroll_2,pipeline_1,29.5,1.0,True
